age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
61,Private,High School grad,Married,Admin,Husband,White,Male,7687,0,40,United-States,>50K
49,Private,Dropout,Never-Married,Service,Unmarried,White,Male,0,0,38,United-States,<=50K
32,Private,High School grad,Married,Sales,Husband,White,Male,0,0,40,*,<=50K
20,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,30,United-States,<=50K
23,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
28,Self-emp-not-inc,High School grad,Never-Married,Professional,Unmarried,White,Female,0,0,45,United-States,<=50K
48,Private,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,50,*,<=50K
34,Private,High School grad,Married,Other,Husband,White,Male,0,0,50,United-States,<=50K
47,Private,Dropout,Separated,Blue-Collar,Own-child,White,Male,0,0,40,*,<=50K
18,Private,Dropout,Never-Married,Sales,Own-child,White,Female,0,0,20,United-States,<=50K
46,Self-emp-not-inc,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,High School grad,Never-Married,Service,Unmarried,White,Female,0,0,36,United-States,<=50K
38,Private,*,Married,White-Collar,Husband,White,Male,0,0,45,United-States,>50K
40,Private,High School grad,Never-Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
23,Private,High School grad,Never-Married,Service,Not-in-family,White,Female,0,0,30,United-States,<=50K
45,Private,High School grad,Married,Admin,Husband,Black,Male,0,0,40,United-States,<=50K
42,Private,High School grad,Married,Sales,Husband,White,Male,3399,0,45,United-States,<=50K
32,*,High School grad,Married,Other,Husband,Black,Male,0,1977,40,*,>50K
29,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,48,United-States,<=50K
33,Private,Dropout,Never-Married,Professional,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,>50K
23,Self-emp-not-inc,Bachelors,Never-Married,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
52,Self-emp-inc,Masters,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
36,Local-gov,High School grad,Married,Admin,Own-child,Black,Male,0,0,35,United-States,<=50K
37,Self-emp-inc,High School grad,Separated,White-Collar,Husband,Black,Female,0,0,50,United-States,<=50K
40,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
44,Local-gov,Dropout,Separated,White-Collar,Unmarried,Black,Female,0,0,40,*,<=50K
25,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,54,United-States,>50K
55,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
41,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
48,Private,High School grad,Separated,Admin,Not-in-family,White,Female,0,0,30,United-States,<=50K
63,Private,Dropout,Widowed,Sales,Unmarried,White,Male,0,0,40,*,<=50K
18,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,1567,15,United-States,<=50K
20,Private,High School grad,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
27,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
44,Self-emp-not-inc,High School grad,Married,Sales,Wife,Black,Female,0,0,37,United-States,>50K
56,Private,High School grad,Separated,Blue-Collar,Unmarried,Black,Female,0,0,40,United-States,<=50K
48,Private,High School grad,Married,Service,Husband,White,Male,0,0,40,United-States,>50K
36,Private,Bachelors,Married,Sales,Husband,White,Male,0,1902,45,United-States,>50K
48,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,65,United-States,<=50K
36,Private,Bachelors,Married,Professional,Wife,Asian-Pac-Islander,Female,0,0,35,United-States,>50K
44,Private,High School grad,Separated,Admin,Wife,White,Female,0,0,40,United-States,<=50K
51,Private,Associates,Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
40,Local-gov,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,50,United-States,>50K
36,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,High School grad,Separated,Admin,Unmarried,Black,Female,0,0,45,United-States,<=50K
24,Private,High School grad,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
52,Local-gov,High School grad,Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
21,Private,Associates,Never-Married,Professional,Not-in-family,White,Male,0,0,45,United-States,<=50K
29,Self-emp-inc,Bachelors,Married,Professional,Husband,White,Male,0,1696,60,United-States,>50K
45,Private,High School grad,Married,Sales,Husband,White,Male,0,1902,40,United-States,>50K
53,Private,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,56,United-States,<=50K
33,Private,High School grad,Separated,Blue-Collar,Wife,White,Female,0,0,40,United-States,<=50K
27,Private,High School grad,Married,Sales,Wife,Black,Female,0,0,40,United-States,<=50K
26,Private,Dropout,Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
21,Private,Associates,Never-Married,Admin,Own-child,White,Female,0,0,25,United-States,<=50K
46,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Female,0,0,37,United-States,<=50K
36,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,81,*,<=50K
25,Private,Associates,Never-Married,Admin,Own-child,White,Male,0,0,48,United-States,<=50K
35,Self-emp-not-inc,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
24,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,38,United-States,<=50K
44,Private,Bachelors,Separated,Admin,Not-in-family,White,Female,0,0,40,*,<=50K
42,Private,Dropout,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
43,Private,High School grad,Separated,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
24,State-gov,Bachelors,Never-Married,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
44,Private,High School grad,Married,Blue-Collar,Husband,Asian-Pac-Islander,Male,0,0,40,*,<=50K
43,Private,Masters,Separated,Service,Unmarried,Black,Male,0,0,38,United-States,<=50K
21,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,37,United-States,<=50K
20,State-gov,High School grad,Never-Married,Sales,Own-child,White,Male,0,1585,35,United-States,<=50K
31,Private,High School grad,Never-Married,Sales,Not-in-family,White,Female,0,0,45,United-States,<=50K
48,Private,*,Married,Professional,Husband,White,Male,0,0,40,*,>50K
22,Self-emp-not-inc,High School grad,Never-Married,Sales,Own-child,Black,Female,0,0,40,United-States,<=50K
41,Private,Associates,Separated,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
43,Self-emp-not-inc,Masters,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
45,Private,Associates,Married,Professional,Unmarried,White,Male,15024,0,50,United-States,>50K
29,Self-emp-not-inc,High School grad,Never-Married,Admin,Not-in-family,White,Female,0,0,60,United-States,<=50K
26,Local-gov,Dropout,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
26,Private,High School grad,Separated,Sales,Husband,White,Male,0,0,45,United-States,<=50K
45,Local-gov,*,Separated,Admin,Not-in-family,Asian-Pac-Islander,Male,0,1986,40,*,<=50K
44,Private,Associates,Never-Married,White-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
24,Private,High School grad,Separated,Sales,Husband,White,Male,0,0,40,United-States,<=50K
30,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
45,Self-emp-not-inc,Bachelors,Separated,Sales,Husband,White,Male,0,0,40,United-States,>50K
42,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
60,Private,High School grad,Married,Blue-Collar,Unmarried,White,Male,0,0,50,United-States,<=50K
54,Private,Dropout,Married,Blue-Collar,Husband,White,Male,99999,0,40,United-States,>50K
47,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,40,United-States,<=50K
70,Private,Masters,Married,Professional,Husband,White,Female,0,0,25,United-States,<=50K
22,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Male,0,0,30,United-States,<=50K
38,Local-gov,Associates,Married,White-Collar,Husband,White,Male,0,0,54,United-States,<=50K
57,Private,High School grad,Separated,Service,Husband,White,Male,0,0,75,United-States,<=50K
46,Private,Bachelors,Separated,Admin,Not-in-family,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
47,Private,High School grad,Married,Service,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
52,State-gov,High School grad,Married,Admin,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Masters,Married,White-Collar,Husband,White,Male,0,0,45,United-States,<=50K
33,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,3103,0,40,United-States,<=50K
62,Local-gov,High School grad,Married,White-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
28,Self-emp-inc,High School grad,Never-Married,Other,Not-in-family,White,Female,0,0,51,United-States,<=50K
63,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,32,United-States,<=50K
41,Private,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States,>50K
51,Local-gov,High School grad,Married,Service,Husband,White,Male,0,0,70,United-States,<=50K
56,Private,High School grad,Separated,Blue-Collar,Husband,White,Male,0,0,54,United-States,<=50K
36,Private,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,>50K
27,Self-emp-not-inc,Dropout,Married,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
30,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,45,United-States,<=50K
39,Private,High School grad,Married,Service,Husband,White,Male,0,0,50,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Own-child,Black,Male,0,0,30,United-States,<=50K
33,Local-gov,High School grad,Separated,White-Collar,Not-in-family,White,Male,0,0,40,*,<=50K
71,Private,Masters,Separated,White-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,15,United-States,<=50K
35,State-gov,Dropout,Married,White-Collar,Husband,White,Male,0,0,50,United-States,<=50K
34,Self-emp-inc,High School grad,Never-Married,White-Collar,Wife,White,Female,7298,0,40,United-States,>50K
24,Private,High School grad,Never-Married,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
38,Local-gov,High School grad,Never-Married,Admin,Own-child,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
34,Self-emp-not-inc,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,60,United-States,<=50K
40,Private,Masters,Married,Professional,Husband,White,Male,0,0,40,United-States,>50K
26,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,<=50K
34,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
42,Private,High School grad,Separated,Sales,Not-in-family,White,Male,0,0,50,United-States,>50K
58,Self-emp-not-inc,Dropout,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
60,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
60,State-gov,Associates,Separated,Professional,Unmarried,White,Male,0,0,40,United-States,>50K
42,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
47,Private,Associates,Separated,Professional,Unmarried,White,Female,0,0,44,United-States,<=50K
30,Local-gov,High School grad,Married,White-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
89,Self-emp-not-inc,High School grad,Widowed,Professional,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,Bachelors,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
26,State-gov,High School grad,Separated,Blue-Collar,Own-child,Black,Female,0,0,40,United-States,<=50K
24,Local-gov,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,40,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Husband,White,Female,0,0,32,United-States,<=50K
45,Private,High School grad,Separated,Service,Unmarried,White,Female,0,0,32,United-States,<=50K
35,Self-emp-not-inc,High School grad,Married,White-Collar,Husband,White,Male,0,0,54,United-States,>50K
37,Local-gov,Masters,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
58,Self-emp-not-inc,Dropout,Widowed,Blue-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,50,United-States,<=50K
42,Local-gov,High School grad,Married,Professional,Husband,White,Male,0,0,54,*,<=50K
26,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,50,United-States,<=50K
60,Private,High School grad,Married,Service,Husband,White,Female,0,0,40,United-States,<=50K
23,Private,High School grad,Separated,White-Collar,Unmarried,Asian-Pac-Islander,Male,0,0,80,United-States,<=50K
22,Private,High School grad,Never-Married,Sales,Unmarried,Black,Female,0,0,36,United-States,<=50K
72,Private,High School grad,Widowed,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
24,Private,Bachelors,Never-Married,Professional,Own-child,White,Male,0,0,40,United-States,<=50K
23,Local-gov,High School grad,Never-Married,Admin,Own-child,White,Female,0,0,25,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,18,United-States,<=50K
47,Private,High School grad,Separated,White-Collar,Husband,White,Female,0,0,42,*,<=50K
36,Private,Associates,Never-Married,Sales,Unmarried,White,Female,0,0,35,United-States,<=50K
27,Private,Bachelors,Never-Married,White-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
38,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,42,United-States,>50K
44,State-gov,High School grad,Married,Sales,Wife,Black,Male,0,0,40,United-States,<=50K
76,Private,Bachelors,Never-Married,Professional,Husband,White,Female,99999,0,20,United-States,>50K
29,Private,Associates,Never-Married,Service,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Local-gov,High School grad,Married,White-Collar,Husband,White,Male,0,0,48,United-States,>50K
36,State-gov,Bachelors,Never-Married,Service,Unmarried,Black,Female,0,0,30,United-States,<=50K
21,Self-emp-not-inc,High School grad,Never-Married,Admin,Own-child,Black,Female,0,0,20,United-States,<=50K
28,Local-gov,Bachelors,Married,Professional,Husband,White,Male,0,0,40,United-States,<=50K
34,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,54,United-States,<=50K
38,Local-gov,Associates,Married,Blue-Collar,Husband,Black,Male,0,0,40,United-States,<=50K
20,Private,Bachelors,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
32,State-gov,Dropout,Married,Other,Husband,White,Male,0,1977,40,*,<=50K
51,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,<=50K
31,Private,High School grad,Separated,Sales,Not-in-family,White,Female,0,0,32,United-States,<=50K
49,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Dropout,Married,Other,Not-in-family,White,Male,0,0,40,United-States,<=50K
19,Private,High School grad,Never-Married,Other,Own-child,White,Female,0,0,30,United-States,<=50K
51,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,*,<=50K
59,Private,High School grad,Separated,Blue-Collar,Wife,White,Male,0,0,38,United-States,>50K
42,Private,Masters,Separated,White-Collar,Not-in-family,White,Female,0,1737,40,*,<=50K
49,Private,High School grad,Separated,Blue-Collar,Not-in-family,White,Male,0,0,40,United-States,<=50K
20,Private,High School grad,Never-Married,Professional,Unmarried,White,Female,0,0,40,United-States,<=50K
60,Private,High School grad,Separated,Service,Husband,White,Female,0,0,42,United-States,<=50K
38,Private,High School grad,Married,White-Collar,Wife,White,Male,15024,0,40,United-States,>50K
30,Private,Masters,Married,Professional,Not-in-family,White,Male,11196,0,50,United-States,>50K
37,Private,Dropout,Married,Blue-Collar,Wife,White,Male,0,0,40,United-States,<=50K
39,Private,Masters,Never-Married,White-Collar,Not-in-family,White,Female,0,0,35,United-States,<=50K
47,Local-gov,Associates,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
19,Self-emp-not-inc,Bachelors,Separated,Admin,Own-child,White,Female,0,0,40,United-States,<=50K
47,Private,Associates,Married,Service,Husband,White,Male,0,0,40,United-States,<=50K
35,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,38,United-States,<=50K
41,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
40,Self-emp-not-inc,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States,<=50K
42,Self-emp-not-inc,Bachelors,Married,Blue-Collar,Husband,White,Male,0,0,60,*,>50K
32,Private,High School grad,Separated,Service,Wife,White,Female,0,0,40,United-States,<=50K
21,Private,High School grad,Never-Married,White-Collar,Own-child,White,Female,0,0,40,United-States,<=50K
34,Private,Bachelors,Married,White-Collar,Wife,White,Female,0,0,40,*,<=50K
57,Private,Bachelors,Never-Married,White-Collar,Husband,White,Male,0,2188,40,United-States,<=50K
26,Private,Bachelors,Never-Married,Sales,Own-child,White,Male,0,0,10,*,<=50K
17,Private,Dropout,Never-Married,Blue-Collar,Own-child,White,Female,0,0,8,United-States,<=50K
61,Private,Masters,Married,Sales,Husband,White,Male,0,0,60,United-States,>50K
25,Private,High School grad,Married,Service,Wife,White,Female,0,0,60,United-States,<=50K
32,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,United-States,>50K
25,Private,Associates,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States,<=50K
67,Private,Masters,Separated,Professional,Not-in-family,White,Female,2896,0,40,United-States,<=50K
21,Private,High School grad,Never-Married,Admin,Unmarried,Black,Female,0,0,40,United-States,<=50K
46,Private,High School grad,Separated,Blue-Collar,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
22,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,10,United-States,<=50K
70,State-gov,High School grad,Married,Service,Husband,Black,Female,0,0,40,United-States,<=50K
38,Private,Associates,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
44,Self-emp-not-inc,Masters,Married,White-Collar,Husband,White,Male,0,0,40,*,<=50K
23,Private,High School grad,Never-Married,Professional,Own-child,White,Female,0,0,40,United-States,<=50K
35,Private,High School grad,Married,White-Collar,Husband,White,Male,7687,0,50,United-States,>50K
32,Private,Bachelors,Separated,White-Collar,Not-in-family,White,Male,0,0,50,United-States,>50K
46,Local-gov,High School grad,Separated,Blue-Collar,Own-child,Black,Female,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-Married,Admin,Wife,Asian-Pac-Islander,Male,0,0,45,United-States,>50K
45,Private,High School grad,Separated,Service,Not-in-family,White,Female,0,0,60,United-States,<=50K
36,Private,High School grad,Married,Other,Husband,White,Male,0,0,50,United-States,>50K
32,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
46,Private,High School grad,Married,Blue-Collar,Husband,White,Male,15024,0,45,United-States,>50K
51,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
27,Private,High School grad,Never-Married,Other,Own-child,Asian-Pac-Islander,Female,0,0,45,United-States,<=50K
46,Private,Associates,Married,Sales,Husband,White,Male,4407,0,40,United-States,<=50K
50,Private,Associates,Married,Admin,Husband,Asian-Pac-Islander,Male,0,0,60,*,<=50K
34,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
30,Private,High School grad,Never-Married,White-Collar,Own-child,Black,Female,0,0,40,United-States,<=50K
31,Private,Masters,Never-Married,Professional,Not-in-family,White,Female,0,0,60,United-States,<=50K
48,Private,Masters,Separated,Blue-Collar,Unmarried,White,Female,0,0,40,United-States,<=50K
36,Local-gov,Masters,Married,Professional,Wife,White,Female,0,0,40,United-States,<=50K
46,Private,High School grad,Married,Sales,Husband,Asian-Pac-Islander,Male,0,0,40,United-States,<=50K
18,Private,High School grad,Never-Married,Blue-Collar,Own-child,Black,Female,0,0,25,United-States,<=50K
33,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
25,Local-gov,High School grad,Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,Masters,Married,Blue-Collar,Husband,White,Male,4147,0,12,United-States,<=50K
54,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
59,Private,*,Married,White-Collar,Husband,Black,Male,0,0,60,United-States,>50K
40,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
23,Private,Bachelors,Never-Married,Sales,Not-in-family,White,Male,0,0,40,United-States,<=50K
50,Self-emp-not-inc,*,Married,Professional,Husband,Asian-Pac-Islander,Male,0,0,60,United-States,>50K
48,Private,High School grad,Married,Sales,Husband,White,Male,4488,0,40,United-States,<=50K
63,Self-emp-not-inc,Bachelors,Married,Professional,Husband,White,Male,0,0,40,*,<=50K
35,Private,High School grad,Married,Admin,Own-child,Asian-Pac-Islander,Male,0,2119,40,United-States,<=50K
47,Local-gov,Masters,Separated,Other,Unmarried,White,Male,0,1593,40,United-States,<=50K
53,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,45,United-States,>50K
42,Local-gov,Bachelors,Married,Admin,Unmarried,White,Female,0,0,45,United-States,<=50K
35,Private,High School grad,Separated,Admin,Not-in-family,White,Male,0,0,40,United-States,<=50K
22,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,30,United-States,<=50K
57,Private,High School grad,Separated,White-Collar,Not-in-family,White,Female,0,0,40,United-States,<=50K
42,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,60,United-States,<=50K
29,Private,Bachelors,Married,Sales,Husband,White,Male,0,0,70,United-States,>50K
36,Private,Masters,Never-Married,Professional,Not-in-family,Black,Female,0,0,40,United-States,<=50K
47,Self-emp-not-inc,High School grad,Married,Blue-Collar,Husband,Black,Male,0,0,88,United-States,<=50K
19,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,48,United-States,<=50K
26,Private,Associates,Never-Married,Service,Not-in-family,Black,Female,0,0,40,United-States,<=50K
54,Private,High School grad,Separated,Admin,Wife,White,Male,0,0,40,United-States,<=50K
56,Self-emp-not-inc,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
21,Private,Bachelors,Never-Married,Professional,Not-in-family,White,Male,0,0,40,*,<=50K
30,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,45,United-States,<=50K
39,Private,High School grad,Married,Blue-Collar,Husband,White,Female,0,0,40,United-States,<=50K
49,State-gov,High School grad,Separated,Admin,Husband,White,Male,0,0,40,United-States,>50K
46,Self-emp-not-inc,Bachelors,Separated,Admin,Not-in-family,White,Female,0,0,40,United-States,<=50K
33,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,*,<=50K
24,Private,High School grad,Separated,Sales,Own-child,White,Female,0,0,40,United-States,<=50K
37,Private,Dropout,Separated,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
41,Self-emp-not-inc,High School grad,Married,Other,Husband,White,Male,0,0,40,United-States,<=50K
40,Private,*,Married,Blue-Collar,Husband,White,Male,0,1882,40,United-States,>50K
40,Local-gov,High School grad,Separated,Admin,Unmarried,White,Male,0,0,40,United-States,<=50K
56,Private,Bachelors,Married,White-Collar,Husband,White,Male,0,0,50,*,<=50K
32,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
42,Local-gov,Dropout,Widowed,Service,Not-in-family,White,Male,0,0,35,*,<=50K
32,Private,High School grad,Never-Married,Sales,Not-in-family,White,Male,0,0,60,United-States,<=50K
35,Private,High School grad,Married,Blue-Collar,Husband,Black,Male,5013,0,88,United-States,>50K
50,Self-emp-inc,Bachelors,Married,Other,Husband,White,Male,15024,0,40,United-States,>50K
57,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,<=50K
29,Private,Bachelors,Separated,Service,Husband,White,Male,0,0,25,*,<=50K
39,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
22,Private,Dropout,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
32,Private,Bachelors,Never-Married,Sales,Husband,White,Female,0,0,40,United-States,<=50K
30,Private,High School grad,Never-Married,Blue-Collar,Not-in-family,White,Female,0,0,45,*,<=50K
46,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
49,Private,High School grad,Married,Sales,Unmarried,Black,Female,0,0,40,*,<=50K
38,State-gov,Masters,Married,Blue-Collar,Husband,White,Male,3103,0,80,United-States,<=50K
25,Local-gov,High School grad,Married,Admin,Husband,Black,Male,0,0,38,United-States,<=50K
48,Private,High School grad,Married,White-Collar,Unmarried,Asian-Pac-Islander,Female,0,0,40,United-States,<=50K
63,Local-gov,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,24,United-States,<=50K
42,Self-emp-inc,High School grad,Married,Blue-Collar,Unmarried,White,Female,0,0,50,United-States,>50K
18,Self-emp-not-inc,High School grad,Never-Married,Blue-Collar,Own-child,White,Female,0,0,40,United-States,<=50K
47,Local-gov,Masters,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
33,Self-emp-not-inc,Dropout,Married,Service,Not-in-family,White,Male,0,0,50,United-States,<=50K
61,Private,Dropout,Married,Blue-Collar,Husband,White,Male,0,1586,40,United-States,<=50K
67,Private,Masters,Married,Sales,Not-in-family,White,Male,0,0,99,United-States,<=50K
65,Private,Dropout,Widowed,Admin,Husband,White,Female,0,0,40,United-States,<=50K
30,Private,Dropout,Separated,Service,Own-child,White,Female,0,0,30,United-States,<=50K
35,Private,High School grad,Separated,Blue-Collar,Unmarried,White,Male,0,0,35,United-States,<=50K
42,Private,Masters,Married,Sales,Husband,White,Male,0,0,40,United-States,>50K
33,Private,Dropout,Married,Service,Unmarried,White,Female,0,0,40,United-States,<=50K
54,Private,Dropout,Separated,Service,Not-in-family,White,Male,0,0,40,*,<=50K
59,State-gov,High School grad,Married,Sales,Husband,White,Female,0,0,80,*,>50K
35,Private,High School grad,Separated,Admin,Unmarried,White,Female,0,0,40,United-States,<=50K
26,State-gov,Associates,Married,White-Collar,Husband,White,Male,3992,0,50,United-States,<=50K
36,Private,Bachelors,Married,Sales,Husband,Black,Male,0,0,60,United-States,>50K
25,Private,High School grad,Never-Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
18,Private,Dropout,Never-Married,Sales,Own-child,White,Male,0,0,12,United-States,<=50K
53,State-gov,High School grad,Separated,Admin,Husband,White,Male,14776,0,50,United-States,>50K
50,State-gov,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,40,United-States,>50K
46,Private,High School grad,Never-Married,Blue-Collar,Own-child,White,Male,0,0,40,United-States,<=50K
36,Private,High School grad,Married,Blue-Collar,Husband,White,Male,0,0,50,United-States,>50K
64,Local-gov,High School grad,Widowed,Professional,Husband,Black,Female,0,0,8,United-States,<=50K
26,Private,Bachelors,Married,White-Collar,Own-child,White,Female,0,0,54,United-States,>50K
61,Self-emp-not-inc,High School grad,Married,Sales,Husband,White,Male,0,0,50,United-States,<=50K
43,Self-emp-not-inc,High School grad,Separated,Blue-Collar,Husband,White,Male,0,0,45,United-States,<=50K
43,Private,Dropout,Married,Blue-Collar,Unmarried,White,Male,0,0,40,United-States,<=50K
28,State-gov,High School grad,Married,Sales,Own-child,White,Male,0,0,40,United-States,<=50K
25,Private,High School grad,Never-Married,Service,Own-child,White,Female,0,0,6,United-States,<=50K
48,Private,High School grad,Married,White-Collar,Husband,White,Male,0,0,50,United-States,>50K
